Sexo;Edad;Causas (lista reducida);Total
Hombres;De 40 a 44 años;Enfermedades infecciosas intestinales y parasitarias;0
Hombres;De 40 a 44 años;Tuberculosis y sus efectos tardíos;0
Hombres;De 40 a 44 años;Enfermedad meningocócica;0
Hombres;De 40 a 44 años;Septicemia;0
Hombres;De 40 a 44 años;Hepatitis vírica;0
Hombres;De 40 a 44 años;SIDA;4
Hombres;De 40 a 44 años;VIH+;0
Hombres;De 40 a 44 años;Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;0
Hombres;De 40 a 44 años;Tumores;68
Hombres;De 40 a 44 años;Tumores;1
Hombres;De 40 a 44 años;Tumores;2
Hombres;De 40 a 44 años;Tumores;2
Hombres;De 40 a 44 años;Tumores;1
Hombres;De 40 a 44 años;Tumores;1
Hombres;De 40 a 44 años;Tumores;2
Hombres;De 40 a 44 años;Tumores;6
Hombres;De 40 a 44 años;Otros tumores;3
Hombres;De 40 a 44 años;Tumores;0
Hombres;De 40 a 44 años;Tumores;10
Hombres;De 40 a 44 años;Otros tumores;0
Hombres;De 40 a 44 años;Tumores malignos;1
Hombres;De 40 a 44 años;Melanoma maligno de la piel;4
Hombres;De 40 a 44 años;Otros tumores;0
Hombres;De 40 a 44 años;Tumores;0
Hombres;De 40 a 44 años;Tumores;0
Hombres;De 40 a 44 años;Tumores;0
Hombres;De 40 a 44 años;Tumores;0
Hombres;De 40 a 44 años;Tumores malignos;0
Hombres;De 40 a 44 años;Tumores;0
Hombres;De 40 a 44 años;Tumores malignos;2
Hombres;De 40 a 44 años;Tumores;4
Hombres;De 40 a 44 años;Tumores;2
Hombres;De 40 a 44 años;Otros tumores;2
Hombres;De 40 a 44 años;Tumores;15
Hombres;De 40 a 44 años;Otros tumores;1
Hombres;De 40 a 44 años;Tumores;4
Hombres;De 40 a 44 años;Tumores malignos;0
Hombres;De 40 a 44 años;Leucemia;3
Hombres;De 40 a 44 años;Tumores in situ;0
Hombres;De 40 a 44 años;Tumores benignos;0
Hombres;De 40 a 44 años;Síndrome mielodisplásico;1
Hombres;De 40 a 44 años;Otros tumores;1
Hombres;De 40 a 44 años;Enfermedades de la sangre y de los órganos hematopoyéticos;1
Hombres;De 40 a 44 años;Enfermedades de la sangre y de los órganos hematopoyéticos;1
Hombres;De 40 a 44 años;Ciertos trastornos que afectan al mecanismo de la inmunidad;0
Hombres;De 40 a 44 años;Enfermedades endocrinas, nutricionales y metabólicas;2
Hombres;De 40 a 44 años;Diabetes mellitus;1
Hombres;De 40 a 44 años;Otras enfermedades;1
Hombres;De 40 a 44 años;Trastornos mentales y del comportamiento;0
Hombres;De 40 a 44 años;Trastornos mentales y del comportamiento;0
Hombres;De 40 a 44 años;Trastornos mentales y del comportamiento;0
Hombres;De 40 a 44 años;Trastornos mentales y del comportamiento;0
Hombres;De 40 a 44 años;Trastornos mentales y del comportamiento;0
Hombres;De 40 a 44 años;Enfermedades del sistema nervioso y de los órganos de los sentidos;5
Hombres;De 40 a 44 años;Meningitis;0
Hombres;De 40 a 44 años;Alzheimer;0
Hombres;De 40 a 44 años;Otras enfermedades;5
Hombres;De 40 a 44 años;Enfermedades del sistema circulatorio;40
Hombres;De 40 a 44 años;Enfermedades cardíacas reumáticas crónicas;0
Hombres;De 40 a 44 años;Enfermedades hipertensivas;0
Hombres;De 40 a 44 años;Infarto agudo de miocardio;13
Hombres;De 40 a 44 años;Otras enfermedades;7
Hombres;De 40 a 44 años;Insuficiencia cardíaca;5
Hombres;De 40 a 44 años;Otras enfermedades;6
Hombres;De 40 a 44 años;Enfermedades cerebrovasculares;7
Hombres;De 40 a 44 años;Aterosclerosis;0
Hombres;De 40 a 44 años;Otras enfermedades;2
Hombres;De 40 a 44 años;Enfermedades del sistema respiratorio;6
Hombres;De 40 a 44 años;Influenza (gripe);0
Hombres;De 40 a 44 años;Neumonía;1
Hombres;De 40 a 44 años;Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);0
Hombres;De 40 a 44 años;Asma;0
Hombres;De 40 a 44 años;Insuficiencia respiratoria;0
Hombres;De 40 a 44 años;Otras enfermedades;5
Hombres;De 40 a 44 años;Enfermedades del sistema digestivo;16
Hombres;De 40 a 44 años;Úlcera de estómago, duodeno y yeyuno;1
Hombres;De 40 a 44 años;Enteritis y colitis no infecciosas;0
Hombres;De 40 a 44 años;Enfermedad vascular intestinal;0
Hombres;De 40 a 44 años;Cirrosis y otras enfermedades crónicas del hígado;8
Hombres;De 40 a 44 años;Otras enfermedades;7
Hombres;De 40 a 44 años;Enfermedades de la piel y del tejido subcutáneo;0
Hombres;De 40 a 44 años;Enfermedades del sistema osteomuscular y del tejido conjuntivo;0
Hombres;De 40 a 44 años;Artritis reumatoide y osteoartrosis;0
Hombres;De 40 a 44 años;Osteoporosis y fractura patológica;0
Hombres;De 40 a 44 años;Otras enfermedades;0
Hombres;De 40 a 44 años;Enfermedades del sistema genitourinario;2
Hombres;De 40 a 44 años;Enfermedades del riñón y del uréter;2
Hombres;De 40 a 44 años;Enfermedades de los genitales;0
Hombres;De 40 a 44 años;Enfermedades de los genitales;0
Hombres;De 40 a 44 años;Otras enfermedades;0
Hombres;De 40 a 44 años;Embarazo, parto y puerperio;0
Hombres;De 40 a 44 años;Afecciones originadas en el periodo perinatal;1
Hombres;De 40 a 44 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;2
Hombres;De 40 a 44 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;0
Hombres;De 40 a 44 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;1
Hombres;De 40 a 44 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;1
Hombres;De 40 a 44 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;36
Hombres;De 40 a 44 años;Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;24
Hombres;De 40 a 44 años;Senilidad;0
Hombres;De 40 a 44 años;Muerte súbita infantil;0
Hombres;De 40 a 44 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;12
Hombres;De 40 a 44 años;Causas externas de mortalidad;43
Hombres;De 40 a 44 años;Accidentes de tráfico;9
Hombres;De 40 a 44 años;Otros accidentes;2
Hombres;De 40 a 44 años;Caídas accidentales;1
Hombres;De 40 a 44 años;Ahogamiento, sumersión y sofocación accidentales;5
Hombres;De 40 a 44 años;Accidentes por fuego, humo y sustancias calientes;0
Hombres;De 40 a 44 años;Envenenamiento accidental por psicofármacos y drogas de abuso;2
Hombres;De 40 a 44 años;Otros envenenamientos accidentales;1
Hombres;De 40 a 44 años;Otros accidentes;3
Hombres;De 40 a 44 años;Suicidio y lesiones autoinfligidas;20
Hombres;De 40 a 44 años;Agresiones (Homicidio);0
Hombres;De 40 a 44 años;Eventos de intención no determinada;0
Hombres;De 40 a 44 años;Complicaciones de la atención médica y quirúrgica;0
Hombres;De 40 a 44 años;Otras causas externas y sus efectos tardíos;0
Hombres;De 45 a 49 años;Enfermedades infecciosas intestinales y parasitarias;14
Hombres;De 45 a 49 años;Enfermedades infecciosas intestinales y parasitarias;0
Hombres;De 45 a 49 años;Tuberculosis y sus efectos tardíos;1
Hombres;De 45 a 49 años;Enfermedad meningocócica;0
Hombres;De 45 a 49 años;Septicemia;4
Hombres;De 45 a 49 años;Hepatitis vírica;1
Hombres;De 45 a 49 años;SIDA;5
Hombres;De 45 a 49 años;VIH+;0
Hombres;De 45 a 49 años;Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;3
Hombres;De 45 a 49 años;Tumores;114
Hombres;De 45 a 49 años;Tumores;4
Hombres;De 45 a 49 años;Tumores;6
Hombres;De 45 a 49 años;Tumores;10
Hombres;De 45 a 49 años;Tumores;11
Hombres;De 45 a 49 años;Tumores;6
Hombres;De 45 a 49 años;Tumores;6
Hombres;De 45 a 49 años;Tumores;12
Hombres;De 45 a 49 años;Otros tumores;2
Hombres;De 45 a 49 años;Tumores;0
Hombres;De 45 a 49 años;Tumores;16
Hombres;De 45 a 49 años;Otros tumores;0
Hombres;De 45 a 49 años;Tumores malignos;2
Hombres;De 45 a 49 años;Melanoma maligno de la piel;4
Hombres;De 45 a 49 años;Otros tumores;1
Hombres;De 45 a 49 años;Tumores;1
Hombres;De 45 a 49 años;Tumores;0
Hombres;De 45 a 49 años;Tumores;0
Hombres;De 45 a 49 años;Tumores;0
Hombres;De 45 a 49 años;Tumores malignos;0
Hombres;De 45 a 49 años;Tumores;2
Hombres;De 45 a 49 años;Tumores malignos;0
Hombres;De 45 a 49 años;Tumores;3
Hombres;De 45 a 49 años;Tumores;0
Hombres;De 45 a 49 años;Otros tumores;1
Hombres;De 45 a 49 años;Tumores;11
Hombres;De 45 a 49 años;Otros tumores;0
Hombres;De 45 a 49 años;Tumores;5
Hombres;De 45 a 49 años;Tumores malignos;7
Hombres;De 45 a 49 años;Leucemia;2
Hombres;De 45 a 49 años;Tumores in situ;0
Hombres;De 45 a 49 años;Tumores benignos;2
Hombres;De 45 a 49 años;Síndrome mielodisplásico;0
Hombres;De 45 a 49 años;Otros tumores;0
Hombres;De 45 a 49 años;Enfermedades de la sangre y de los órganos hematopoyéticos;2
Hombres;De 45 a 49 años;Enfermedades de la sangre y de los órganos hematopoyéticos;1
Hombres;De 45 a 49 años;Ciertos trastornos que afectan al mecanismo de la inmunidad;1
Hombres;De 45 a 49 años;Enfermedades endocrinas, nutricionales y metabólicas;4
Hombres;De 45 a 49 años;Diabetes mellitus;1
Hombres;De 45 a 49 años;Otras enfermedades;3
Hombres;De 45 a 49 años;Trastornos mentales y del comportamiento;3
Hombres;De 45 a 49 años;Trastornos mentales y del comportamiento;0
Hombres;De 45 a 49 años;Trastornos mentales y del comportamiento;1
Hombres;De 45 a 49 años;Trastornos mentales y del comportamiento;1
Hombres;De 45 a 49 años;Trastornos mentales y del comportamiento;1
Hombres;De 45 a 49 años;Enfermedades del sistema nervioso y de los órganos de los sentidos;19
Hombres;De 45 a 49 años;Meningitis;0
Hombres;De 45 a 49 años;Alzheimer;0
Hombres;De 45 a 49 años;Otras enfermedades;19
Hombres;De 45 a 49 años;Enfermedades del sistema circulatorio;68
Hombres;De 45 a 49 años;Enfermedades cardíacas reumáticas crónicas;0
Hombres;De 45 a 49 años;Enfermedades hipertensivas;2
Hombres;De 45 a 49 años;Infarto agudo de miocardio;27
Hombres;De 45 a 49 años;Otras enfermedades;7
Hombres;De 45 a 49 años;Insuficiencia cardíaca;7
Hombres;De 45 a 49 años;Otras enfermedades;10
Hombres;De 45 a 49 años;Enfermedades cerebrovasculares;9
Hombres;De 45 a 49 años;Aterosclerosis;0
Hombres;De 45 a 49 años;Otras enfermedades;6
Hombres;De 45 a 49 años;Enfermedades del sistema respiratorio;18
Hombres;De 45 a 49 años;Influenza (gripe);0
Hombres;De 45 a 49 años;Neumonía;4
Hombres;De 45 a 49 años;Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);3
Hombres;De 45 a 49 años;Asma;0
Hombres;De 45 a 49 años;Insuficiencia respiratoria;5
Hombres;De 45 a 49 años;Otras enfermedades;6
Hombres;De 45 a 49 años;Enfermedades del sistema digestivo;32
Hombres;De 45 a 49 años;Úlcera de estómago, duodeno y yeyuno;0
Hombres;De 45 a 49 años;Enteritis y colitis no infecciosas;0
Hombres;De 45 a 49 años;Enfermedad vascular intestinal;0
Hombres;De 45 a 49 años;Cirrosis y otras enfermedades crónicas del hígado;20
Hombres;De 45 a 49 años;Otras enfermedades;12
Hombres;De 45 a 49 años;Enfermedades de la piel y del tejido subcutáneo;0
Hombres;De 45 a 49 años;Enfermedades del sistema osteomuscular y del tejido conjuntivo;3
Hombres;De 45 a 49 años;Artritis reumatoide y osteoartrosis;0
Hombres;De 45 a 49 años;Osteoporosis y fractura patológica;0
Hombres;De 45 a 49 años;Otras enfermedades;3
Hombres;De 45 a 49 años;Enfermedades del sistema genitourinario;2
Hombres;De 45 a 49 años;Enfermedades del riñón y del uréter;1
Hombres;De 45 a 49 años;Enfermedades de los genitales;0
Hombres;De 45 a 49 años;Enfermedades de los genitales;0
Hombres;De 45 a 49 años;Otras enfermedades;1
Hombres;De 45 a 49 años;Embarazo, parto y puerperio;0
Hombres;De 45 a 49 años;Afecciones originadas en el periodo perinatal;0
Hombres;De 45 a 49 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;3
Hombres;De 45 a 49 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;0
Hombres;De 45 a 49 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;1
Hombres;De 45 a 49 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;2
Hombres;De 45 a 49 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;51
Hombres;De 45 a 49 años;Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;40
Hombres;De 45 a 49 años;Senilidad;0
Hombres;De 45 a 49 años;Muerte súbita infantil;0
Hombres;De 45 a 49 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;11
Hombres;De 45 a 49 años;Causas externas de mortalidad;76
Hombres;De 45 a 49 años;Accidentes de tráfico;8
Hombres;De 45 a 49 años;Otros accidentes;0
Hombres;De 45 a 49 años;Caídas accidentales;5
Hombres;De 45 a 49 años;Ahogamiento, sumersión y sofocación accidentales;4
Hombres;De 45 a 49 años;Accidentes por fuego, humo y sustancias calientes;3
Hombres;De 45 a 49 años;Envenenamiento accidental por psicofármacos y drogas de abuso;10
Hombres;De 45 a 49 años;Otros envenenamientos accidentales;1
Hombres;De 45 a 49 años;Otros accidentes;4
Hombres;De 45 a 49 años;Suicidio y lesiones autoinfligidas;32
Hombres;De 45 a 49 años;Agresiones (Homicidio);4
Hombres;De 45 a 49 años;Eventos de intención no determinada;1
Hombres;De 45 a 49 años;Complicaciones de la atención médica y quirúrgica;4
Hombres;De 45 a 49 años;Otras causas externas y sus efectos tardíos;0
Hombres;De 50 a 54 años;Enfermedades infecciosas intestinales y parasitarias;18
Hombres;De 50 a 54 años;Enfermedades infecciosas intestinales y parasitarias;0
Hombres;De 50 a 54 años;Tuberculosis y sus efectos tardíos;0
Hombres;De 50 a 54 años;Enfermedad meningocócica;0
Hombres;De 50 a 54 años;Septicemia;1
Hombres;De 50 a 54 años;Hepatitis vírica;6
Hombres;De 50 a 54 años;SIDA;11
Hombres;De 50 a 54 años;VIH+;0
Hombres;De 50 a 54 años;Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;0
Hombres;De 50 a 54 años;Tumores;266
Hombres;De 50 a 54 años;Tumores;8
Hombres;De 50 a 54 años;Tumores;12
Hombres;De 50 a 54 años;Tumores;11
Hombres;De 50 a 54 años;Tumores;15
Hombres;De 50 a 54 años;Tumores;13
Hombres;De 50 a 54 años;Tumores;23
Hombres;De 50 a 54 años;Tumores;23
Hombres;De 50 a 54 años;Otros tumores;6
Hombres;De 50 a 54 años;Tumores;2
Hombres;De 50 a 54 años;Tumores;58
Hombres;De 50 a 54 años;Otros tumores;2
Hombres;De 50 a 54 años;Tumores malignos;1
Hombres;De 50 a 54 años;Melanoma maligno de la piel;4
Hombres;De 50 a 54 años;Otros tumores;6
Hombres;De 50 a 54 años;Tumores;2
Hombres;De 50 a 54 años;Tumores;0
Hombres;De 50 a 54 años;Tumores;0
Hombres;De 50 a 54 años;Tumores;0
Hombres;De 50 a 54 años;Tumores malignos;0
Hombres;De 50 a 54 años;Tumores;4
Hombres;De 50 a 54 años;Tumores malignos;0
Hombres;De 50 a 54 años;Tumores;14
Hombres;De 50 a 54 años;Tumores;2
Hombres;De 50 a 54 años;Otros tumores;3
Hombres;De 50 a 54 años;Tumores;19
Hombres;De 50 a 54 años;Otros tumores;1
Hombres;De 50 a 54 años;Tumores;21
Hombres;De 50 a 54 años;Tumores malignos;7
Hombres;De 50 a 54 años;Leucemia;3
Hombres;De 50 a 54 años;Tumores in situ;0
Hombres;De 50 a 54 años;Tumores benignos;1
Hombres;De 50 a 54 años;Síndrome mielodisplásico;0
Hombres;De 50 a 54 años;Otros tumores;5
Hombres;De 50 a 54 años;Enfermedades de la sangre y de los órganos hematopoyéticos;5
Hombres;De 50 a 54 años;Enfermedades de la sangre y de los órganos hematopoyéticos;1
Hombres;De 50 a 54 años;Ciertos trastornos que afectan al mecanismo de la inmunidad;4
Hombres;De 50 a 54 años;Enfermedades endocrinas, nutricionales y metabólicas;3
Hombres;De 50 a 54 años;Diabetes mellitus;1
Hombres;De 50 a 54 años;Otras enfermedades;2
Hombres;De 50 a 54 años;Trastornos mentales y del comportamiento;2
Hombres;De 50 a 54 años;Trastornos mentales y del comportamiento;1
Hombres;De 50 a 54 años;Trastornos mentales y del comportamiento;1
Hombres;De 50 a 54 años;Trastornos mentales y del comportamiento;0
Hombres;De 50 a 54 años;Trastornos mentales y del comportamiento;0
Hombres;De 50 a 54 años;Enfermedades del sistema nervioso y de los órganos de los sentidos;21
Hombres;De 50 a 54 años;Meningitis;0
Hombres;De 50 a 54 años;Alzheimer;1
Hombres;De 50 a 54 años;Otras enfermedades;20
Hombres;De 50 a 54 años;Enfermedades del sistema circulatorio;138
Hombres;De 50 a 54 años;Enfermedades cardíacas reumáticas crónicas;0
Hombres;De 50 a 54 años;Enfermedades hipertensivas;5
Hombres;De 50 a 54 años;Infarto agudo de miocardio;51
Hombres;De 50 a 54 años;Otras enfermedades;25
Hombres;De 50 a 54 años;Insuficiencia cardíaca;14
Hombres;De 50 a 54 años;Otras enfermedades;19
Hombres;De 50 a 54 años;Enfermedades cerebrovasculares;14
Hombres;De 50 a 54 años;Aterosclerosis;0
Hombres;De 50 a 54 años;Otras enfermedades;10
Hombres;De 50 a 54 años;Enfermedades del sistema respiratorio;44
Hombres;De 50 a 54 años;Influenza (gripe);2
Hombres;De 50 a 54 años;Neumonía;7
Hombres;De 50 a 54 años;Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);10
Hombres;De 50 a 54 años;Asma;0
Hombres;De 50 a 54 años;Insuficiencia respiratoria;9
Hombres;De 50 a 54 años;Otras enfermedades;16
Hombres;De 50 a 54 años;Enfermedades del sistema digestivo;58
Hombres;De 50 a 54 años;Úlcera de estómago, duodeno y yeyuno;0
Hombres;De 50 a 54 años;Enteritis y colitis no infecciosas;1
Hombres;De 50 a 54 años;Enfermedad vascular intestinal;5
Hombres;De 50 a 54 años;Cirrosis y otras enfermedades crónicas del hígado;27
Hombres;De 50 a 54 años;Otras enfermedades;25
Hombres;De 50 a 54 años;Enfermedades de la piel y del tejido subcutáneo;0
Hombres;De 50 a 54 años;Enfermedades del sistema osteomuscular y del tejido conjuntivo;4
Hombres;De 50 a 54 años;Artritis reumatoide y osteoartrosis;0
Hombres;De 50 a 54 años;Osteoporosis y fractura patológica;0
Hombres;De 50 a 54 años;Otras enfermedades;4
Hombres;De 50 a 54 años;Enfermedades del sistema genitourinario;4
Hombres;De 50 a 54 años;Enfermedades del riñón y del uréter;4
Hombres;De 50 a 54 años;Enfermedades de los genitales;0
Hombres;De 50 a 54 años;Enfermedades de los genitales;0
Hombres;De 50 a 54 años;Otras enfermedades;0
Hombres;De 50 a 54 años;Embarazo, parto y puerperio;0
Hombres;De 50 a 54 años;Afecciones originadas en el periodo perinatal;0
Hombres;De 50 a 54 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;1
Hombres;De 50 a 54 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;0
Hombres;De 50 a 54 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;0
Hombres;De 50 a 54 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;1
Hombres;De 50 a 54 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;62
Hombres;De 50 a 54 años;Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;44
Hombres;De 50 a 54 años;Senilidad;0
Hombres;De 50 a 54 años;Muerte súbita infantil;0
Hombres;De 50 a 54 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;18
Hombres;De 50 a 54 años;Causas externas de mortalidad;68
Hombres;De 50 a 54 años;Accidentes de tráfico;11
Hombres;De 50 a 54 años;Otros accidentes;0
